code,count,mean_center_wall_density,top_raw_pattern_id,top_raw_pattern_prob,top_canonical_pattern_id,top_canonical_pattern_prob
0.0,205.0,0.08604878019995806,561048.0,0.11219512195121951,2566.2634146341466,0.15609756097560976
1.0,238.0,0.10369747742509641,1140.810924369748,0.07983193277310924,1077.172268907563,0.10504201680672269
2.0,346.0,0.07398844137787819,3820824.289017341,0.07803468208092486,163.1184971098266,0.13005780346820808
3.0,103.0,0.0,0.0,1.0,0.0,1.0
4.0,2.0,0.1599999964237213,8400008.0,1.0,70146.5,1.0
5.0,368.0,0.24652173548288966,16220.98097826087,0.043478260869565216,4144.785326086957,0.043478260869565216
6.0,512.0,0.3188280954491347,73748.2109375,0.03125,12289.884765625,0.03125
7.0,394.0,0.0,0.0,1.0,0.0,1.0
8.0,251.0,0.1263744940617645,8557.577689243028,0.06772908366533864,3120.179282868526,0.0796812749003984
9.0,369.0,0.21159889809484403,14967.31165311653,0.04336043360433604,1167.918699186992,0.04336043360433604
10.0,221.0,0.1391855169138218,18372.42081447964,0.07692307692307693,717.1538461538462,0.08144796380090498
11.0,41.0,0.05756097314197842,110138.9512195122,0.36585365853658536,37.97560975609756,0.4146341463414634
12.0,438.0,0.1628310336437944,2071.148401826484,0.0365296803652968,12408.520547945205,0.04337899543378995
13.0,1.0,0.2800000011920929,18895113.0,1.0,1577076.0,1.0
14.0,460.0,0.03999999666829472,584995.9,0.12391304347826088,15.560869565217391,0.3565217391304348
15.0,147.0,0.20054422633177568,453373.8367346939,0.10884353741496598,8693.020408163266,0.10884353741496598
