step,train/agent,train/agent_acc_masked,train/code_perplexity,train/goal,train/goal_acc_masked,train/jepa,train/mean_mask_fraction,train/num_active_codes,train/sigreg,train/total,train/wall,train/wall_acc_masked,val/agent,val/agent_acc_masked,val/code_perplexity,val/goal,val/goal_acc_masked,val/jepa,val/mean_mask_fraction,val/num_active_codes,val/sigreg,val/total,val/wall,val/wall_acc_masked
1.0,5.134496212005615,0.0,15.986444473266602,5.141904830932617,0.0,0.7945306897163391,0.18759246170520782,16.0,0.3069407343864441,3.604405403137207,0.6932061910629272,0.499014288187027,5.1327067613601685,0.0029761905316263437,15.983346998691559,5.133299767971039,0.0,0.6051353700459003,0.17881784215569496,16.0,0.3009215258061886,3.4109951108694077,0.6924741081893444,0.5296817794442177
250.0,4.978427410125732,0.0,13.30715274810791,4.700948715209961,0.03846153989434242,0.010249914601445198,0.17820821702480316,14.0,0.3050154447555542,2.4081780910491943,0.40104958415031433,0.8562905192375183,4.923472851514816,0.01763663999736309,13.300486981868744,4.898953199386597,0.021196370711550117,0.010273981839418411,0.17873694375157356,13.75,0.30370219983160496,2.437066540122032,0.40156684443354607,0.8556407429277897
500.0,4.905645847320557,0.0,9.933115005493164,4.942673683166504,0.03846153989434242,0.018183564767241478,0.17950259149074554,10.0,0.2926158308982849,2.450066089630127,0.4036954641342163,0.8465104103088379,4.849160999059677,0.011064378311857581,9.908373832702637,4.932180941104889,0.016651760321110487,0.019441651413217187,0.17995331156998873,10.125,0.30120043456554413,2.4257212430238724,0.3897710759192705,0.8559583090245724
750.0,5.019785404205322,0.0,5.250812530517578,4.719038963317871,0.0357142873108387,0.027245597913861275,0.17450998723506927,4.0,0.29779958724975586,2.439984083175659,0.4054136872291565,0.8535099625587463,4.826869398355484,0.02081176731735468,4.969989597797394,4.884888619184494,0.009815705474466085,0.024991740589030087,0.18025090266019106,3.6875,0.29386912286281586,2.429693639278412,0.4035764317959547,0.8566050492227077
1000.0,4.586018085479736,0.0,5.4671125411987305,4.567446231842041,0.03846153989434242,0.026667293161153793,0.18625184893608093,5.0,0.27846741676330566,2.258254051208496,0.34520038962364197,0.8801191449165344,4.709046334028244,0.010157867800444365,5.610591411590576,4.738105773925781,0.021333291893824935,0.029488813132047653,0.17894207872450352,4.3125,0.28731423057615757,2.369254320859909,0.3928722273558378,0.8573072627186775
1250.0,4.073829650878906,0.07692307978868484,8.089274406433105,4.357666015625,0.0,0.026995627209544182,0.17446376383304596,9.0,0.2896016240119934,2.168926477432251,0.3977114260196686,0.8555908799171448,4.310571879148483,0.018725080182775855,8.057729095220566,4.366540998220444,0.012890625279396772,0.025432846741750836,0.17984930146485567,8.875,0.2832272108644247,2.2173702865839005,0.3998693972826004,0.8543513417243958
1500.0,4.336410999298096,0.0,5.238245964050293,3.918665647506714,0.06666667014360428,0.015139548107981682,0.17682138085365295,4.0,0.2829698920249939,2.1068875789642334,0.3841387629508972,0.8630065321922302,4.040091544389725,0.0352310121525079,5.1642757803201675,4.0068870931863785,0.062172346748411655,0.015102791949175298,0.17892763391137123,4.8125,0.2844865508377552,2.0671620965003967,0.38576625660061836,0.8600453399121761
1750.0,3.968510150909424,0.03999999910593033,4.202836990356445,3.980715274810791,0.0625,0.007912597618997097,0.17363165318965912,4.0,0.29458361864089966,2.0343058109283447,0.377631276845932,0.8615548610687256,3.943076729774475,0.031831194180995226,4.086308762431145,3.9483423680067062,0.02882421063259244,0.008452211564872414,0.1809356538578868,3.9375,0.2860110606998205,2.037331707775593,0.39339347556233406,0.8537170104682446
2000.0,3.9046716690063477,0.0,5.703352928161621,3.777139186859131,0.11538461595773697,0.007726301439106464,0.17894785106182098,4.0,0.27712035179138184,1.9968019723892212,0.39728936553001404,0.8530095815658569,3.834140658378601,0.05168406688608229,6.476790696382523,3.95065401494503,0.027115083998069167,0.007406263932352886,0.17851736396551132,4.8125,0.2849136758595705,2.019279345870018,0.39793141558766365,0.8515401929616928
2250.0,3.6382319927215576,0.0,5.736654281616211,3.683704137802124,0.0,0.007161801215261221,0.1667899489402771,4.0,0.2810646593570709,1.9061555862426758,0.3783937394618988,0.8605875968933105,3.873203620314598,0.027282783528789878,5.822644859552383,3.880356475710869,0.034395688911899924,0.00692711365991272,0.1797279492020607,4.6875,0.28249042853713036,2.004663184285164,0.39052590169012547,0.8547567762434483
