step,train/agent,train/agent_acc_masked,train/code_perplexity,train/goal,train/goal_acc_masked,train/jepa,train/mean_mask_fraction,train/num_active_codes,train/sigreg,train/total,train/wall,train/wall_acc_masked,val/agent,val/agent_acc_masked,val/code_perplexity,val/goal,val/goal_acc_masked,val/jepa,val/mean_mask_fraction,val/num_active_codes,val/sigreg,val/total,val/wall,val/wall_acc_masked
1.0,5.0801544189453125,0.0,7.963160991668701,5.152066230773926,0.0,0.8903902173042297,0.19526627659797668,8.0,0.3626497983932495,3.703624963760376,0.694260835647583,0.4734848439693451,5.1393654346466064,0.0,7.967618942260742,5.174244403839111,0.0,0.6167513728141785,0.18195266276597977,8.0,0.37433893978595734,3.4481526613235474,0.6938115060329437,0.4788905382156372
5.0,5.101418972015381,0.0,7.973545074462891,5.122396945953369,0.0,0.4031257927417755,0.17307692766189575,8.0,0.3537641763687134,3.210292339324951,0.6916506290435791,0.4871794879436493,5.248434066772461,0.0,7.971691846847534,5.1898510456085205,0.0,0.4020146578550339,0.19267752021551132,8.0,0.35215483605861664,3.2496914863586426,0.6895886957645416,0.5072414577007294
