code,rank,maze_index,center_y,center_x,confidence,original_canonical_pattern_id,decoded_canonical_pattern_id,cell_edit_rate
0,1,3040,3,3,0.9776202440261841,544,0,0.08
0,2,4978,8,6,0.9776202440261841,0,0,0.0
0,3,9435,7,8,0.9776202440261841,78,0,0.16
0,4,4978,9,9,0.9776202440261841,4,0,0.04
0,5,9249,5,4,0.9776202440261841,4096,0,0.04
0,6,4978,9,7,0.9776202440261841,0,0,0.0
0,7,4978,9,6,0.9776202440261841,0,0,0.0
0,8,4978,9,5,0.9776202440261841,0,0,0.0
1,1,3040,3,3,0.8561801910400391,544,0,0.08
1,2,6211,8,6,0.8561801910400391,0,0,0.0
1,3,6211,8,4,0.8561801910400391,0,0,0.0
1,4,6211,8,3,0.8561801910400391,0,0,0.0
1,5,6211,7,9,0.8561801910400391,0,0,0.0
1,6,6211,7,8,0.8561801910400391,0,0,0.0
1,7,6211,7,7,0.8561801910400391,0,0,0.0
1,8,6211,7,6,0.8561801910400391,0,0,0.0
2,1,3040,3,3,0.8400050401687622,544,0,0.08
2,2,2387,8,5,0.8400050401687622,128,0,0.04
2,3,4206,6,4,0.8400050401687622,35472,0,0.2
2,4,9249,4,9,0.8400050401687622,133170,0,0.2
2,5,2387,7,4,0.8400050401687622,2,0,0.04
2,6,2387,7,5,0.8400050401687622,64,0,0.04
2,7,2387,7,6,0.8400050401687622,128,0,0.04
2,8,2387,7,7,0.8400050401687622,64,0,0.04
3,1,3040,3,3,0.9665145874023438,544,0,0.08
3,2,4978,8,7,0.9665145874023438,0,0,0.0
3,3,7573,7,8,0.9665145874023438,0,0,0.0
3,4,4978,9,9,0.9665145874023438,4,0,0.04
3,5,7573,7,6,0.9665145874023438,4,0,0.04
3,6,4978,9,7,0.9665145874023438,0,0,0.0
3,7,4978,9,6,0.9665145874023438,0,0,0.0
3,8,4978,9,5,0.9665145874023438,0,0,0.0
4,1,3040,3,3,0.6800986528396606,544,0,0.08
4,2,4978,9,3,0.6800986528396606,0,0,0.0
4,3,8848,3,6,0.6800986528396606,33313,0,0.16
4,4,8848,3,5,0.6800986528396606,50177,0,0.16
4,5,2664,5,9,0.6800986528396606,73729,0,0.12
4,6,7573,9,3,0.6800986528396606,2,0,0.04
4,7,4978,9,9,0.6800986528396606,4,0,0.04
4,8,7573,8,9,0.6800986528396606,0,0,0.0
5,1,3040,3,3,0.4615742862224579,544,0,0.08
5,2,8346,6,9,0.4615742862224579,0,0,0.0
5,3,3901,5,7,0.4615742862224579,1,0,0.04
5,4,3901,5,8,0.4615742862224579,2,0,0.04
5,5,8346,3,8,0.4615742862224579,0,0,0.0
5,6,8346,4,3,0.4615742862224579,64,0,0.04
5,7,8346,4,4,0.4615742862224579,128,0,0.04
5,8,8346,4,5,0.4615742862224579,64,0,0.04
6,1,3040,3,3,0.45671114325523376,544,0,0.08
6,2,6211,8,5,0.45671114325523376,0,0,0.0
6,3,6211,8,3,0.45671114325523376,0,0,0.0
6,4,6211,7,9,0.45671114325523376,0,0,0.0
6,5,6211,7,8,0.45671114325523376,0,0,0.0
6,6,6211,7,7,0.45671114325523376,0,0,0.0
6,7,6211,7,6,0.45671114325523376,0,0,0.0
6,8,6211,7,5,0.45671114325523376,0,0,0.0
7,1,3040,3,3,0.8938087821006775,544,0,0.08
7,2,4206,6,4,0.8938087821006775,35472,0,0.2
7,3,3085,5,8,0.8938087821006775,1040,0,0.08
7,4,6839,7,3,0.8938087821006775,0,0,0.0
7,5,6839,7,4,0.8938087821006775,0,0,0.0
7,6,6839,7,5,0.8938087821006775,0,0,0.0
7,7,6839,7,6,0.8938087821006775,0,0,0.0
7,8,6839,7,8,0.8938087821006775,2,0,0.04
8,1,3040,3,3,0.6061092019081116,544,0,0.08
8,2,8587,7,3,0.6061092019081116,4096,0,0.04
8,3,8587,6,3,0.6061092019081116,128,0,0.04
8,4,8587,6,4,0.6061092019081116,64,0,0.04
8,5,8587,6,5,0.6061092019081116,2,0,0.04
8,6,280,5,7,0.6061092019081116,65552,0,0.08
8,7,8587,6,7,0.6061092019081116,10,0,0.08
8,8,8587,6,8,0.6061092019081116,320,0,0.08
9,1,3040,3,3,0.625420868396759,544,0,0.08
9,2,7225,7,5,0.625420868396759,0,0,0.0
9,3,2387,8,8,0.625420868396759,4,0,0.04
9,4,7225,3,9,0.625420868396759,2305,0,0.12
9,5,2387,9,4,0.625420868396759,2,0,0.04
9,6,2387,9,5,0.625420868396759,64,0,0.04
9,7,2387,9,6,0.625420868396759,128,0,0.04
9,8,7225,5,3,0.625420868396759,48,0,0.08
10,1,3040,3,3,0.802367091178894,544,0,0.08
10,2,7225,9,9,0.802367091178894,32784,0,0.08
10,3,2387,4,5,0.802367091178894,0,0,0.0
10,4,2387,4,6,0.802367091178894,0,0,0.0
10,5,2387,4,7,0.802367091178894,0,0,0.0
10,6,2387,4,8,0.802367091178894,0,0,0.0
10,7,2387,4,9,0.802367091178894,0,0,0.0
10,8,2387,6,4,0.802367091178894,1,0,0.04
11,1,3040,3,3,0.6593596339225769,544,0,0.08
11,2,4978,9,3,0.6593596339225769,0,0,0.0
11,3,8848,3,6,0.6593596339225769,33313,0,0.16
11,4,8848,3,5,0.6593596339225769,50177,0,0.16
11,5,2664,5,9,0.6593596339225769,73729,0,0.12
11,6,7573,9,3,0.6593596339225769,2,0,0.04
11,7,4978,9,9,0.6593596339225769,4,0,0.04
11,8,7573,8,9,0.6593596339225769,0,0,0.0
12,1,3040,3,3,0.7525807619094849,544,0,0.08
12,2,6211,8,6,0.7525807619094849,0,0,0.0
12,3,6211,8,4,0.7525807619094849,0,0,0.0
12,4,6211,8,3,0.7525807619094849,0,0,0.0
12,5,6211,7,9,0.7525807619094849,0,0,0.0
12,6,6211,7,8,0.7525807619094849,0,0,0.0
12,7,6211,7,7,0.7525807619094849,0,0,0.0
12,8,6211,7,6,0.7525807619094849,0,0,0.0
13,1,3040,3,3,0.6942853927612305,544,0,0.08
13,2,8346,4,6,0.6942853927612305,2,0,0.04
13,3,6839,3,5,0.6942853927612305,0,0,0.0
13,4,6839,3,6,0.6942853927612305,0,0,0.0
13,5,8346,7,6,0.6942853927612305,1,0,0.04
13,6,6839,3,8,0.6942853927612305,4,0,0.04
13,7,6839,3,9,0.6942853927612305,128,0,0.04
13,8,6839,4,3,0.6942853927612305,0,0,0.0
14,1,3040,3,3,0.8575080633163452,544,0,0.08
14,2,7225,6,9,0.8575080633163452,48,0,0.08
14,3,2387,9,4,0.8575080633163452,2,0,0.04
14,4,2387,9,5,0.8575080633163452,64,0,0.04
14,5,2387,9,6,0.8575080633163452,128,0,0.04
14,6,7225,3,9,0.8575080633163452,2305,0,0.12
14,7,2387,9,7,0.8575080633163452,64,0,0.04
14,8,2387,9,8,0.8575080633163452,2,0,0.04
15,1,3040,3,3,0.599615216255188,544,0,0.08
15,2,7576,3,4,0.599615216255188,1536,0,0.08
15,3,8938,4,3,0.599615216255188,2,0,0.04
15,4,8938,3,7,0.599615216255188,4,0,0.04
15,5,8938,3,6,0.599615216255188,2,0,0.04
15,6,8938,3,5,0.599615216255188,1,0,0.04
15,7,8938,3,3,0.599615216255188,4,0,0.04
15,8,6105,9,9,0.599615216255188,0,0,0.0
