step,train/center,train/center_acc,train/center_exact_match,train/code_perplexity,train/entropy,train/jepa,train/mean_center_wall_density,train/num_active_codes,train/sigreg,train/total,train/usage_kl_uniform,val/center,val/center_acc,val/center_exact_match,val/code_perplexity,val/entropy,val/jepa,val/mean_center_wall_density,val/num_active_codes,val/sigreg,val/total,val/usage_kl_uniform
1.0,0.6868248581886292,0.6072048544883728,0.0078125,15.990504264831543,2.771798849105835,0.8851656913757324,0.1401909738779068,16.0,0.2924645245075226,1.6582310199737549,0.0005937754758633673,0.6864199079573154,0.6181640662252903,0.002685546875,15.98652458190918,2.771529197692871,0.7771307043731213,0.14252387452870607,16.0,0.29695000126957893,1.5506980493664742,0.0008426159874943551
250.0,0.42630311846733093,0.84765625,0.328125,15.99966812133789,2.7724733352661133,0.003928338177502155,0.15234375,16.0,0.29980039596557617,0.517917275428772,2.0601251890184358e-05,0.4110800251364708,0.8552517332136631,0.334228515625,15.999651193618774,2.7724694162607193,0.003866165701765567,0.14474826585501432,16.0,0.3024716917425394,0.5031663198024035,2.1812594695802545e-05
500.0,0.3741900622844696,0.85546875,0.36328125,15.812169075012207,2.385627269744873,0.016951851546764374,0.14453125,16.0,0.30218568444252014,0.47602578997612,0.011808796785771847,0.3789014108479023,0.855984166264534,0.32763671875,15.848901748657227,2.4274141788482666,0.014504373772069812,0.1440158444456756,16.0,0.30168586410582066,0.4784924350678921,0.0095067299407674
750.0,0.3648209571838379,0.84765625,0.296875,15.936212539672852,2.1311659812927246,0.005372337996959686,0.15234375,16.0,0.3055885434150696,0.45282241702079773,0.0039946530014276505,0.3403371926397085,0.8527832068502903,0.328125,15.857622921466827,2.113414704799652,0.0018250067078042775,0.14721679780632257,16.0,0.29832260124385357,0.4234081879258156,0.008946401037974283
1000.0,0.3334547281265259,0.8619791865348816,0.34375,15.881532669067383,2.048886775970459,0.00236121634952724,0.1380208283662796,16.0,0.29144322872161865,0.41496503353118896,0.007431821431964636,0.3366290517151356,0.8528645858168602,0.32470703125,15.8828164935112,2.0494386106729507,0.0011427541467128322,0.1471354179084301,16.0,0.2989617306739092,0.4184262901544571,0.00735517154680565
1250.0,0.3564551770687103,0.8450520634651184,0.3125,15.756183624267578,1.9874190092086792,0.0017759234178811312,0.1549479216337204,16.0,0.3025422692298889,0.43938153982162476,0.015355914831161499,0.3302017040550709,0.856472447514534,0.3310546875,15.780652940273285,2.0024764239788055,0.0008370287396246567,0.14352756179869175,16.0,0.3018511086702347,0.4121247958391905,0.01382163554080762
1500.0,0.33361926674842834,0.8532986044883728,0.36328125,15.597655296325684,1.95126211643219,0.0013102495577186346,0.1467013955116272,16.0,0.31365567445755005,0.41844671964645386,0.02546822279691696,0.32874763384461403,0.8553331308066845,0.3349609375,15.69721657037735,1.9937795549631119,0.0007600956305395812,0.14466688502579927,16.0,0.3020875547081232,0.4108191169798374,0.019121730118058622
1750.0,0.3406824469566345,0.8541666865348816,0.33984375,15.732291221618652,1.9495638608932495,0.0014943697024136782,0.1458333283662796,16.0,0.29773908853530884,0.422063946723938,0.01687340997159481,0.3305228315293789,0.8548990935087204,0.334228515625,15.73392379283905,1.9661579355597496,0.0008402805106015876,0.14510091301053762,16.0,0.299131628125906,0.41169197484850883,0.016819145006593317
2000.0,0.34088844060897827,0.854600727558136,0.328125,15.762019157409668,1.9010100364685059,0.0013881532941013575,0.1453993022441864,16.0,0.2976350784301758,0.42156296968460083,0.014985351823270321,0.32377177849411964,0.8594292663037777,0.3349609375,15.748173594474792,1.9163202345371246,0.0008183237368939444,0.14057074952870607,16.0,0.30021013505756855,0.40458949841558933,0.015883318294072524
2250.0,0.35690444707870483,0.8463541865348816,0.30078125,15.846331596374512,1.8699910640716553,0.0010663566645234823,0.1536458283662796,16.0,0.3050902485847473,0.43817129731178284,0.009650546126067638,0.3329137694090605,0.8526204489171505,0.32080078125,15.833974778652191,1.8757487162947655,0.0005993048835080117,0.1473795585334301,16.0,0.29816915839910507,0.4124263823032379,0.01043966185534373
