code,count,prob,mean_center_wall_density,top_raw_pattern_id,top_raw_pattern_prob,top_canonical_pattern_id,top_canonical_pattern_prob
0.0,751.0,0.04583740234375,0.0866045206785202,4160.0,0.014647137150466045,2304.0,0.043941411451398134
1.0,757.0,0.04620361328125,0.1036195456981659,4128.0,0.0066050198150594455,1032.0,0.019815059445178335
2.0,1335.0,0.08148193359375,0.07535579800605774,64.0,0.01348314606741573,3.0,0.044194756554307116
3.0,453.0,0.02764892578125,0.0,0.0,1.0,0.0,1.0
4.0,4.0,0.000244140625,0.13999998569488525,263232.0,0.5,65796.0,0.5
5.0,1465.0,0.08941650390625,0.24638909101486206,8401664.0,0.0027303754266211604,4520.0,0.0027303754266211604
6.0,2262.0,0.1380615234375,0.3220159113407135,553024.0,0.001326259946949602,37481.0,0.001326259946949602
7.0,1617.0,0.09869384765625,0.0,0.0,1.0,0.0,1.0
8.0,986.0,0.0601806640625,0.12434077262878418,16452.0,0.004056795131845842,33344.0,0.014198782961460446
9.0,1427.0,0.08709716796875,0.211492657661438,16832.0,0.002102312543798178,1472.0,0.002102312543798178
10.0,906.0,0.0552978515625,0.13920529186725616,57344.0,0.006622516556291391,3584.0,0.011037527593818985
11.0,161.0,0.00982666015625,0.053664591163396835,64.0,0.055900621118012424,2.0,0.19875776397515527
12.0,1874.0,0.1143798828125,0.162881538271904,5122.0,0.0026680896478121665,4132.0,0.004268943436499467
13.0,3.0,0.00018310546875,0.20000000298023224,541444.0,0.6666666666666666,1102.0,0.6666666666666666
14.0,1778.0,0.1085205078125,0.04011248052120209,1.0,0.04611923509561305,2.0,0.30539932508436446
15.0,605.0,0.03692626953125,0.20072728395462036,532552.0,0.0049586776859504135,3616.0,0.0049586776859504135
