step,train/agent,train/agent_acc_masked,train/code_perplexity,train/entropy,train/goal,train/goal_acc_masked,train/jepa,train/mean_mask_fraction,train/num_active_codes,train/total,train/usage_kl_uniform,train/variance,train/wall,train/wall_acc_masked,val/agent,val/agent_acc_masked,val/code_perplexity,val/entropy,val/goal,val/goal_acc_masked,val/jepa,val/mean_mask_fraction,val/num_active_codes,val/total,val/usage_kl_uniform,val/variance,val/wall,val/wall_acc_masked
1.0,5.0801544189453125,0.0,7.963160991668701,2.0747311115264893,5.152066230773926,0.0,0.8903902173042297,0.19526627659797668,8.0,3.764376163482666,0.004615429788827896,0.9155577421188354,0.694260835647583,0.4734848439693451,5.139372825622559,0.0,7.969007730484009,2.0754501819610596,5.1740477085113525,0.0,0.6164378821849823,0.18195266276597977,8.0,3.506377696990967,0.003881544223986566,0.9173875153064728,0.6938138008117676,0.4768552929162979
5.0,5.100854873657227,0.0,7.979735374450684,2.0768179893493652,5.123356819152832,0.0,0.4050246775150299,0.17307692766189575,8.0,3.277259349822998,0.002536327810958028,0.9401107430458069,0.6917182207107544,0.48076921701431274,5.249104738235474,0.0,7.979247331619263,2.0767598152160645,5.190297365188599,0.0,0.40192820131778717,0.19267752021551132,8.0,3.31549334526062,0.0025973706506192684,0.9441457390785217,0.6896049976348877,0.5093283653259277
