update,mode,buffer_size,mean_regret_candidates,valid_fraction,mean_buffer_score,time_s
152,replay,3520,0.3868,1.000,-0.0099,0.60
153,replay,3520,0.1039,1.000,-0.0106,0.98
154,replay,3520,0.2508,1.000,-0.0108,0.60
155,replay,3520,0.0810,1.000,-0.0113,0.60
156,replay,3520,0.2901,1.000,-0.0115,0.60
157,replay,3520,0.2319,1.000,-0.0118,0.60
158,replay,3520,0.0710,1.000,-0.0127,0.60
159,replay,3520,0.2552,1.000,-0.0126,0.60
160,replay,3520,0.1307,1.000,-0.0136,0.60
161,replay,3520,-0.1557,1.000,-0.0141,0.60
162,es_step,3584,0.0000,1.000,-0.0139,2.55
163,es_step,3648,0.0000,1.000,-0.0136,2.56
164,replay,3648,0.1700,1.000,-0.0136,0.60
165,replay,3648,0.1214,1.000,-0.0139,0.60
166,replay,3648,-0.0304,1.000,-0.0142,0.60
167,es_step,3712,0.0000,1.000,-0.0140,2.55
168,replay,3712,0.0701,1.000,-0.0140,0.60
169,replay,3712,0.2082,1.000,-0.0142,0.60
170,replay,3712,0.0982,1.000,-0.0143,0.60
171,replay,3712,0.1052,1.000,-0.0143,0.60
172,replay,3712,0.1474,1.000,-0.0142,0.60
173,replay,3712,0.3047,1.000,-0.0144,0.60
174,replay,3712,-0.0065,1.000,-0.0152,0.60
175,replay,3712,0.2224,1.000,-0.0153,0.60
176,replay,3712,0.1614,1.000,-0.0154,0.60
177,replay,3712,0.0697,1.000,-0.0157,0.60
178,replay,3712,0.0108,1.000,-0.0165,0.60
179,replay,3712,0.1261,1.000,-0.0161,0.60
180,replay,3712,0.5901,1.000,-0.0160,0.60
181,replay,3712,0.2054,1.000,-0.0170,0.60
182,es_step,3776,0.0000,1.000,-0.0168,2.56
183,replay,3776,0.2245,1.000,-0.0175,0.60
184,replay,3776,0.2407,1.000,-0.0181,0.60
185,replay,3776,0.2861,1.000,-0.0185,0.60
186,replay,3776,0.0388,1.000,-0.0193,0.60
187,replay,3776,0.2209,1.000,-0.0201,0.60
188,replay,3776,-0.0182,1.000,-0.0205,0.60
189,replay,3776,0.2600,1.000,-0.0208,0.60
190,es_step,3840,0.0000,1.000,-0.0205,2.56
191,replay,3840,0.4047,1.000,-0.0208,0.60
192,replay,3840,0.0020,1.000,-0.0226,0.60
193,replay,3840,-0.3429,1.000,-0.0240,0.60
194,replay,3840,0.2152,1.000,-0.0245,0.60
195,replay,3840,0.1801,1.000,-0.0252,0.60
196,replay,3840,0.1012,1.000,-0.0261,0.60
197,replay,3840,-0.0833,1.000,-0.0264,0.60
198,replay,3840,0.2243,1.000,-0.0269,0.60
199,replay,3840,-0.0144,1.000,-0.0277,0.60
200,replay,3840,-0.0334,1.000,-0.0281,0.60
201,replay,3840,0.2012,1.000,-0.0284,0.60
202,replay,3840,0.2703,1.000,-0.0290,0.60
203,replay,3840,0.2713,1.000,-0.0293,0.60
204,replay,3840,0.0910,1.000,-0.0302,0.60
205,es_step,3904,0.0000,1.000,-0.0297,2.55
206,replay,3904,0.2264,1.000,-0.0302,0.60
207,es_step,3968,0.0000,1.000,-0.0297,2.55
208,replay,3968,0.1738,1.000,-0.0304,0.60
209,replay,3968,0.0068,1.000,-0.0317,0.60
210,replay,3968,0.0287,1.000,-0.0329,0.60
211,replay,3968,0.0839,1.000,-0.0337,0.60
212,replay,3968,0.0870,1.000,-0.0343,0.60
213,replay,3968,-0.0706,1.000,-0.0359,0.60
214,es_step,4000,0.0000,1.000,-0.0356,2.55
215,replay,4000,0.1565,1.000,-0.0358,0.60
216,replay,4000,0.1554,1.000,-0.0364,0.60
217,replay,4000,-0.0234,1.000,-0.0371,0.60
218,replay,4000,0.0561,1.000,-0.0374,0.60
219,replay,4000,0.1088,1.000,-0.0376,0.60
220,replay,4000,0.3391,1.000,-0.0377,0.60
221,replay,4000,0.2839,1.000,-0.0380,0.60
222,es_step,4000,0.0000,1.000,-0.0379,2.56
223,replay,4000,0.1518,1.000,-0.0386,0.60
224,replay,4000,0.2112,1.000,-0.0392,0.60
225,replay,4000,0.2327,1.000,-0.0397,0.60
226,replay,4000,0.1502,1.000,-0.0406,0.60
227,es_step,4000,0.0000,1.000,-0.0405,2.97
