update,mode,buffer_size,mean_regret_candidates,valid_fraction,mean_buffer_score,time_s
342,es_step,4000,0.0018,1.000,-0.0152,2.53
343,replay,4000,0.0870,1.000,-0.0154,0.61
344,replay,4000,-0.1310,1.000,-0.0159,0.60
345,replay,4000,0.2976,1.000,-0.0157,0.60
346,es_step,4000,0.0114,1.000,-0.0155,2.53
347,replay,4000,0.1672,1.000,-0.0157,0.60
348,es_step,4000,0.0072,1.000,-0.0157,2.53
349,replay,4000,-0.0525,1.000,-0.0158,0.61
350,replay,4000,0.3592,1.000,-0.0156,0.60
351,es_step,4000,0.0306,1.000,-0.0154,2.52
352,replay,4000,0.1632,1.000,-0.0156,0.61
353,replay,4000,0.0997,1.000,-0.0156,0.60
354,replay,4000,0.2866,1.000,-0.0150,0.61
355,replay,4000,0.0593,1.000,-0.0152,0.60
356,replay,4000,0.2397,1.000,-0.0148,0.60
357,replay,4000,0.2223,1.000,-0.0146,0.60
358,replay,4000,0.2340,1.000,-0.0142,0.60
359,replay,4000,0.1158,1.000,-0.0146,0.60
360,replay,4000,0.0735,1.000,-0.0146,0.60
361,replay,4000,0.3014,1.000,-0.0144,0.60
362,replay,4000,0.1251,1.000,-0.0147,0.61
363,replay,4000,-0.1916,1.000,-0.0150,0.60
364,replay,4000,0.2652,1.000,-0.0145,0.60
365,es_step,4000,0.0519,1.000,-0.0145,2.53
366,replay,4000,0.1829,1.000,-0.0145,0.61
367,replay,4000,0.1332,1.000,-0.0142,0.60
368,es_step,4000,0.0063,1.000,-0.0142,2.53
369,replay,4000,0.1577,1.000,-0.0139,0.60
370,replay,4000,0.2020,1.000,-0.0138,0.60
371,replay,4000,0.1477,1.000,-0.0138,0.60
372,es_step,4000,0.0272,0.969,-0.0138,2.53
373,es_step,4000,0.0290,1.000,-0.0138,2.52
374,replay,4000,0.1020,1.000,-0.0137,0.60
375,replay,4000,0.1616,1.000,-0.0138,1.24
376,replay,4000,0.1180,1.000,-0.0137,0.60
377,replay,4000,0.1355,1.000,-0.0138,0.60
378,replay,4000,0.2015,1.000,-0.0139,0.61
379,es_step,4000,0.0260,1.000,-0.0139,2.53
380,es_step,4000,0.0189,1.000,-0.0139,2.53
381,replay,4000,0.1740,1.000,-0.0137,0.61
382,replay,4000,0.1286,1.000,-0.0136,0.61
383,replay,4000,0.1358,1.000,-0.0132,0.60
384,replay,4000,0.1356,1.000,-0.0131,0.60
385,replay,4000,0.2007,1.000,-0.0129,0.60
