code,count,mean_center_wall_density,top_raw_pattern_id,top_raw_pattern_prob,top_canonical_pattern_id,top_canonical_pattern_prob
0.0,17.0,0.1503267989439123,74.3529411764706,0.8823529411764706,14.588235294117647,0.8823529411764706
1.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,417.0,0.1111111185855145,75.33812949640287,0.3333333333333333,1.4700239808153477,0.5587529976019184
3.0,1356.0,0.0,0.0,1.0,0.0,1.0
4.0,395.0,0.22362870660763753,76.15443037974684,0.14430379746835442,9.068354430379747,0.31139240506329113
5.0,493.0,0.402298863591819,84.13590263691684,0.06490872210953347,26.837728194726168,0.11764705882352941
6.0,72.0,0.33487654932671124,78.33333333333333,0.3055555555555556,31.125,0.3611111111111111
7.0,16.0,0.0,0.0,1.0,0.0,1.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,202.0,0.26457647544027557,34.722772277227726,0.23267326732673269,16.153465346534652,0.3465346534653465
10.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,40.0,0.11111111287027597,7.6,0.8,1.675,0.825
13.0,752.0,0.1111111186266421,25.180851063829788,0.2393617021276596,1.4694148936170213,0.46941489361702127
14.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,336.0,0.22222223682772546,184.98214285714286,0.18452380952380953,14.845238095238095,0.31547619047619047
