update,mode,buffer_size,mean_regret_candidates,valid_fraction,mean_buffer_score,time_s
409,replay,4000,0.2392,1.000,-0.0008,0.59
410,replay,4000,0.1895,1.000,-0.0007,0.59
411,replay,4000,0.1219,1.000,-0.0008,0.59
412,es_step,4000,0.0860,1.000,-0.0008,1.19
413,replay,4000,0.1088,1.000,-0.0012,0.59
414,replay,4000,0.1221,1.000,-0.0014,0.59
415,replay,4000,0.1911,1.000,-0.0010,0.59
416,replay,4000,0.1349,1.000,-0.0007,0.59
417,replay,4000,0.1089,1.000,-0.0004,0.59
418,replay,4000,0.2408,1.000,-0.0001,0.59
419,replay,4000,0.2995,1.000,0.0003,0.59
420,replay,4000,0.3323,1.000,0.0005,0.59
421,replay,4000,0.1940,1.000,0.0005,0.62
422,replay,4000,0.1990,1.000,0.0012,1.12
423,replay,4000,0.2455,1.000,0.0016,0.59
424,replay,4000,0.2486,1.000,0.0017,0.59
425,replay,4000,0.2354,1.000,0.0017,0.59
426,es_step,4000,0.0079,1.000,0.0017,1.20
427,replay,4000,-0.0176,1.000,0.0017,0.59
428,replay,4000,0.1305,1.000,0.0019,0.59
429,replay,4000,0.1153,1.000,0.0024,0.63
430,es_step,4000,0.0107,1.000,0.0025,1.19
431,es_step,4000,0.0149,1.000,0.0025,1.19
432,replay,4000,0.2922,1.000,0.0027,0.59
433,es_step,4000,0.0102,1.000,0.0027,1.19
434,replay,4000,0.1951,1.000,0.0029,0.59
435,es_step,4000,0.0021,1.000,0.0029,1.20
436,replay,4000,0.0160,1.000,0.0024,0.59
437,replay,4000,0.2302,1.000,0.0031,0.59
438,replay,4000,-0.0436,1.000,0.0028,0.59
439,es_step,4000,0.0382,1.000,0.0028,1.19
440,replay,4000,0.2665,1.000,0.0028,0.59
441,replay,4000,0.2941,1.000,0.0030,0.59
442,replay,4000,0.2298,1.000,0.0034,0.59
443,es_step,4000,0.1138,1.000,0.0034,1.20
444,replay,4000,0.2322,1.000,0.0036,0.60
445,replay,4000,0.1321,1.000,0.0038,0.59
446,replay,4000,0.0772,1.000,0.0033,0.59
447,replay,4000,0.1033,1.000,0.0032,0.60
448,es_step,4000,0.0382,1.000,0.0032,1.19
449,replay,4000,0.0010,1.000,0.0032,0.59
450,replay,4000,0.1283,1.000,0.0036,0.59
451,es_step,4000,0.0456,1.000,0.0036,1.20
452,replay,4000,0.2568,1.000,0.0045,0.60
453,replay,4000,0.1444,1.000,0.0051,0.59
454,replay,4000,0.3264,1.000,0.0053,0.59
455,replay,4000,0.3555,1.000,0.0058,0.59
456,replay,4000,0.2723,1.000,0.0063,0.60
457,replay,4000,0.3383,1.000,0.0064,0.59
458,es_step,4000,0.1056,1.000,0.0064,1.19
459,replay,4000,0.2998,1.000,0.0070,0.59
460,replay,4000,0.2224,1.000,0.0067,0.59
461,replay,4000,0.1803,1.000,0.0066,0.59
462,es_step,4000,0.0816,1.000,0.0066,1.19
463,replay,4000,0.1171,1.000,0.0067,0.59
464,replay,4000,0.2638,1.000,0.0073,0.59
465,replay,4000,0.1944,1.000,0.0075,0.59
466,es_step,4000,0.0937,1.000,0.0076,1.19
467,replay,4000,0.2679,1.000,0.0080,0.59
468,replay,4000,0.2087,1.000,0.0082,0.59
469,replay,4000,0.1739,1.000,0.0084,0.59
470,replay,4000,0.2716,1.000,0.0087,0.59
471,replay,4000,0.0570,1.000,0.0085,0.59
472,es_step,4000,0.0885,1.000,0.0085,1.20
473,replay,4000,0.2388,1.000,0.0085,0.59
474,es_step,4000,0.1123,1.000,0.0085,1.19
475,replay,4000,0.2131,1.000,0.0088,0.59
476,es_step,4000,0.0955,1.000,0.0088,1.19
477,replay,4000,0.1325,1.000,0.0090,0.60
