step,train/center,train/center_acc,train/center_exact_match,train/code_perplexity,train/counterfactual,train/diversity,train/entropy,train/hardest_negative_center_bce,train/jepa,train/mean_center_wall_density,train/mean_pairwise_code_l1,train/num_active_codes,train/positive_center_bce,train/sigreg,train/total,train/usage_kl_uniform,val/center,val/center_acc,val/center_exact_match,val/code_perplexity,val/counterfactual,val/diversity,val/entropy,val/hardest_negative_center_bce,val/jepa,val/mean_center_wall_density,val/mean_pairwise_code_l1,val/num_active_codes,val/positive_center_bce,val/sigreg,val/total,val/usage_kl_uniform
1.0,0.6919538974761963,0.4975000023841858,0.0,15.988533020019531,0.0,0.0,2.771608829498291,0.6919538974761963,0.8951154351234436,0.13843749463558197,0.0,16.0,0.6919538974761963,0.2919692397117615,1.6732150316238403,0.0007169158780016005,0.6918302737176418,0.50433593057096,0.0,15.986445724964142,0.0,0.0,2.771476849913597,0.6918302737176418,0.8365366719663143,0.142451168037951,0.0,16.0,0.6918302737176418,0.2948166560381651,1.6150874197483063,0.0008474503083562013
250.0,0.4107392430305481,0.856249988079071,0.14453125,15.99966812133789,0.0,0.0,2.772073268890381,0.4107392430305481,0.009729079902172089,0.14374999701976776,0.0,16.0,0.4107392430305481,0.29882997274398804,0.5079560875892639,2.0754598153871484e-05,0.410563699901104,0.8560546673834324,0.1279296875,15.999621629714966,0.0,0.0,2.7720793783664703,0.410563699901104,0.009591454174369574,0.14394530840218067,0.0,16.0,0.410563699901104,0.30206381902098656,0.5082898903638124,2.365606314924662e-05
500.0,0.3862929344177246,0.85609370470047,0.16796875,15.900912284851074,0.0,0.0,2.2903308868408203,0.3862929344177246,0.030299078673124313,0.14390625059604645,0.0,16.0,0.3862929344177246,0.2989858090877533,0.4996030926704407,0.006212106440216303,0.394268611446023,0.853457011282444,0.13134765625,15.912068784236908,0.0,0.0,2.3366127610206604,0.394268611446023,0.024271902395412326,0.14654296543449163,0.0,16.0,0.394268611446023,0.30071664974093437,0.5023256335407495,0.005513230207725428
750.0,0.394012451171875,0.8470312356948853,0.125,15.932018280029297,0.0,0.0,2.1930184364318848,0.394012451171875,0.007908160798251629,0.15296874940395355,0.0,16.0,0.394012451171875,0.30696308612823486,0.48545631766319275,0.004257945343852043,0.3820283245295286,0.8513476364314556,0.123291015625,15.934908151626587,0.0,0.0,2.1964664608240128,0.3820283245295286,0.004977440141374245,0.14865234214812517,0.0,16.0,0.3820283245295286,0.2984051741659641,0.4688554536551237,0.004079850277776131
1000.0,0.3653658926486969,0.8612499833106995,0.1484375,15.761496543884277,0.0,0.0,2.063422918319702,0.3653658926486969,0.00533957127481699,0.13875000178813934,0.0,16.0,0.3653658926486969,0.29172515869140625,0.45043566823005676,0.015018908306956291,0.37507511861622334,0.8526659905910492,0.12548828125,15.859575867652893,0.0,0.0,2.08765010535717,0.37507511861622334,0.0038177012756932527,0.14733398240059614,0.0,16.0,0.37507511861622334,0.29843330569565296,0.4598975386470556,0.008831052444293164
1250.0,0.386443167924881,0.8464062213897705,0.1328125,15.835831642150879,0.0,0.0,2.0120365619659424,0.386443167924881,0.004824647679924965,0.1535937488079071,0.0,16.0,0.386443167924881,0.3009958267211914,0.4721029996871948,0.010313458740711212,0.36899670772254467,0.8557031154632568,0.124267578125,15.894796669483185,0.0,0.0,2.0047466307878494,0.36899670772254467,0.004013988844235428,0.14429686963558197,0.0,16.0,0.36899670772254467,0.30103964917361736,0.453596368432045,0.006605498438148061
1500.0,0.3510757386684418,0.8648437261581421,0.171875,15.528461456298828,0.0,0.0,1.8619749546051025,0.3510757386684418,0.005105962976813316,0.13515624403953552,0.0,16.0,0.3510757386684418,0.31362080574035645,0.43902134895324707,0.02991420403122902,0.37073836103081703,0.8537890426814556,0.124755859375,15.873434484004974,0.0,0.0,1.9313411265611649,0.37073836103081703,0.0036144341866020113,0.14621093310415745,0.0,16.0,0.37073836103081703,0.3016355652362108,0.4543910790234804,0.00795516483776737
1750.0,0.3793114125728607,0.8498437404632568,0.125,15.820891380310059,0.0,0.0,1.8150205612182617,0.3793114125728607,0.004661194048821926,0.15015624463558197,0.0,16.0,0.3793114125728607,0.29512476921081543,0.461710661649704,0.01125749759376049,0.3669145703315735,0.8546777218580246,0.135986328125,15.702731430530548,0.0,0.0,1.793939784169197,0.3669145703315735,0.0034596850455272943,0.14532226044684649,0.0,16.0,0.3669145703315735,0.2980204690247774,0.44885707274079323,0.01878635768662207
2000.0,0.3881089389324188,0.8526562452316284,0.12109375,15.764484405517578,0.0,0.0,2.2260923385620117,0.3881089389324188,0.0031558198388665915,0.1473437398672104,0.0,16.0,0.3881089389324188,0.2983332574367523,0.4739338159561157,0.014829167164862156,0.3674030043184757,0.8579882644116879,0.12841796875,15.512824416160583,0.0,0.0,2.189114823937416,0.3674030043184757,0.0024377267982345074,0.1420117150992155,0.0,16.0,0.3674030043184757,0.30013518780469894,0.45330826193094254,0.0309870169730857
2250.0,0.383229523897171,0.8535937070846558,0.109375,15.728507041931152,0.0,0.0,2.0631299018859863,0.383229523897171,0.004205710254609585,0.14640624821186066,0.0,16.0,0.383229523897171,0.30197954177856445,0.469318151473999,0.017114121466875076,0.3715581651777029,0.8538476377725601,0.12255859375,15.668149590492249,0.0,0.0,2.052052788436413,0.3715581651777029,0.002639301135786809,0.14615234173834324,0.0,16.0,0.3715581651777029,0.2987716682255268,0.4555241782218218,0.021037064987467602
