code,count,prob,mean_center_wall_density,top_raw_pattern_id,top_raw_pattern_prob,top_canonical_pattern_id,top_canonical_pattern_prob
0.0,2461.0,0.15020751953125,0.005753758363425732,0.0,0.8561560341324664,0.0,0.8561560341324664
1.0,54.0,0.0032958984375,0.12444443255662918,4198528.0,0.037037037037037035,1040.0,0.037037037037037035
2.0,1064.0,0.06494140625,0.10962405800819397,1280.0,0.009398496240601503,2064.0,0.03665413533834586
3.0,1179.0,0.07196044921875,0.04047497361898422,2048.0,0.07039864291772689,2.0,0.36895674300254455
4.0,929.0,0.05670166015625,0.20757803320884705,16777296.0,0.0032292787944025836,49169.0,0.005382131324004306
5.0,605.0,0.03692626953125,0.34069421887397766,1597890.0,0.003305785123966942,1048601.0,0.0049586776859504135
6.0,920.0,0.05615234375,0.3185652494430542,371461.0,0.002173913043478261,7632.0,0.002173913043478261
7.0,1458.0,0.0889892578125,0.06529492139816284,16.0,0.06378600823045268,1.0,0.1934156378600823
8.0,77.0,0.00469970703125,0.2877922058105469,77321.0,0.012987012987012988,866.0,0.012987012987012988
9.0,1018.0,0.0621337890625,0.23646365106105804,1310976.0,0.0029469548133595285,65616.0,0.0029469548133595285
10.0,1317.0,0.08038330078125,0.13032649457454681,16809984.0,0.009870918754745633,48.0,0.025816249050873197
11.0,11.0,0.00067138671875,0.2072727233171463,3301392.0,0.09090909090909091,49.0,0.09090909090909091
12.0,2225.0,0.13580322265625,0.16526740789413452,17.0,0.0044943820224719105,17.0,0.008988764044943821
13.0,852.0,0.052001953125,0.20126761496067047,73984.0,0.004694835680751174,19.0,0.004694835680751174
14.0,842.0,0.0513916015625,0.08978620916604996,192.0,0.015439429928741092,288.0,0.047505938242280284
15.0,1372.0,0.083740234375,0.26311951875686646,17301761.0,0.002186588921282799,1048593.0,0.0036443148688046646
