update,mode,buffer_size,mean_regret_candidates,valid_fraction,mean_buffer_score,time_s
117,replay,2432,0.0991,1.000,-0.0067,0.60
118,replay,2432,-0.0277,1.000,-0.0066,0.60
119,replay,2432,-0.0410,1.000,-0.0071,0.59
120,replay,2432,0.0256,1.000,-0.0072,0.60
121,replay,2432,-0.0094,1.000,-0.0072,0.60
122,replay,2432,0.0112,1.000,-0.0070,0.60
123,replay,2432,0.0379,1.000,-0.0073,0.60
124,es_step,2464,0.0000,0.938,-0.0072,1.10
125,replay,2464,0.0253,1.000,-0.0070,0.59
126,replay,2464,0.0947,1.000,-0.0066,0.60
127,es_step,2496,0.0000,1.000,-0.0065,1.10
128,es_step,2528,0.0000,1.000,-0.0065,1.10
129,replay,2528,0.0231,1.000,-0.0068,0.60
130,replay,2528,0.0938,1.000,-0.0073,0.60
131,es_step,2560,0.0000,1.000,-0.0073,1.10
132,replay,2560,-0.0225,1.000,-0.0072,0.60
133,replay,2560,0.0102,1.000,-0.0073,0.60
134,replay,2560,0.0900,1.000,-0.0076,0.60
135,replay,2560,0.0466,1.000,-0.0075,0.60
136,replay,2560,0.0215,1.000,-0.0074,0.60
137,es_step,2592,0.0000,1.000,-0.0073,1.11
138,replay,2592,0.0143,1.000,-0.0075,0.59
139,replay,2592,0.0260,1.000,-0.0078,0.60
140,replay,2592,0.0210,1.000,-0.0081,0.60
141,replay,2592,-0.0240,1.000,-0.0081,0.60
142,replay,2592,0.2053,1.000,-0.0073,0.60
143,es_step,2624,0.0000,1.000,-0.0072,1.41
144,replay,2624,0.0048,1.000,-0.0076,0.60
145,replay,2624,0.0321,1.000,-0.0078,0.60
146,es_step,2656,0.0000,1.000,-0.0077,1.10
147,replay,2656,0.0242,1.000,-0.0081,0.60
148,replay,2656,0.0785,1.000,-0.0085,0.60
149,replay,2656,0.0004,1.000,-0.0085,0.60
150,replay,2656,0.0825,1.000,-0.0086,0.60
151,replay,2656,0.0378,1.000,-0.0085,0.60
152,replay,2656,0.0851,1.000,-0.0085,0.60
153,replay,2656,-0.0238,1.000,-0.0089,0.60
154,replay,2656,0.0410,1.000,-0.0091,0.60
155,replay,2656,0.1094,1.000,-0.0087,0.60
156,replay,2656,0.0492,1.000,-0.0090,0.61
157,replay,2656,0.0669,1.000,-0.0095,0.60
158,replay,2656,0.0720,1.000,-0.0099,0.61
159,replay,2656,0.0594,1.000,-0.0096,0.61
160,replay,2656,0.2000,1.000,-0.0093,0.61
161,es_step,2688,0.0000,1.000,-0.0092,1.12
162,replay,2688,0.1718,1.000,-0.0092,0.60
163,replay,2688,0.3695,1.000,-0.0092,0.60
164,replay,2688,0.1320,1.000,-0.0094,0.60
165,replay,2688,0.1950,1.000,-0.0098,0.60
166,replay,2688,0.0970,1.000,-0.0096,0.60
167,replay,2688,0.0311,1.000,-0.0100,0.60
168,es_step,2720,0.0000,1.000,-0.0099,1.11
169,replay,2720,0.0826,1.000,-0.0100,0.60
170,replay,2720,0.0992,1.000,-0.0109,0.60
171,es_step,2752,0.0000,1.000,-0.0108,1.11
172,replay,2752,0.0057,1.000,-0.0110,0.59
173,replay,2752,0.2213,1.000,-0.0105,0.60
174,replay,2752,0.1892,1.000,-0.0111,0.60
175,replay,2752,-0.0031,1.000,-0.0119,0.60
176,replay,2752,0.0614,1.000,-0.0121,0.60
177,replay,2752,0.1484,1.000,-0.0121,0.60
178,replay,2752,0.0512,1.000,-0.0123,0.60
179,es_step,2784,0.0000,1.000,-0.0121,1.10
180,replay,2784,0.2053,1.000,-0.0118,0.60
181,replay,2784,0.1464,1.000,-0.0119,0.60
182,replay,2784,0.0115,1.000,-0.0123,0.60
183,es_step,2816,0.0000,1.000,-0.0122,1.10
184,replay,2816,0.0994,1.000,-0.0125,0.60
185,replay,2816,0.1617,1.000,-0.0130,0.60
186,replay,2816,0.1661,1.000,-0.0127,0.60
187,replay,2816,0.2314,1.000,-0.0130,0.60
188,replay,2816,0.2920,1.000,-0.0137,0.60
189,replay,2816,-0.0499,1.000,-0.0145,0.60
190,es_step,2848,0.0000,1.000,-0.0144,1.10
191,replay,2848,0.0698,1.000,-0.0142,0.60
192,replay,2848,0.1013,1.000,-0.0146,0.60
193,replay,2848,0.0539,1.000,-0.0146,0.60
194,replay,2848,0.2016,1.000,-0.0140,0.60
195,replay,2848,0.1175,1.000,-0.0143,0.60
196,replay,2848,0.0486,1.000,-0.0148,0.60
197,replay,2848,0.2403,1.000,-0.0153,0.60
198,replay,2848,0.1444,1.000,-0.0156,0.60
199,replay,2848,0.0203,1.000,-0.0162,0.60
200,replay,2848,0.1067,1.000,-0.0163,0.60
201,replay,2848,0.2222,1.000,-0.0161,0.60
202,replay,2848,0.0868,1.000,-0.0164,0.60
203,replay,2848,0.0010,1.000,-0.0168,0.60
204,replay,2848,0.0650,1.000,-0.0169,0.60
205,replay,2848,0.3068,1.000,-0.0173,0.60
206,replay,2848,0.3098,1.000,-0.0168,0.60
207,replay,2848,0.1375,1.000,-0.0173,0.60
208,replay,2848,0.1284,1.000,-0.0180,0.60
209,es_step,2880,0.0000,1.000,-0.0178,1.10
210,replay,2880,0.4000,1.000,-0.0180,0.60
211,replay,2880,-0.0238,1.000,-0.0187,0.60
212,replay,2880,0.0693,1.000,-0.0196,0.60
213,replay,2880,0.1246,1.000,-0.0195,0.60
214,replay,2880,-0.0241,1.000,-0.0200,0.60
215,replay,2880,0.1324,1.000,-0.0208,0.60
216,replay,2880,0.0311,1.000,-0.0214,0.60
217,replay,2880,0.0697,1.000,-0.0215,0.60
218,es_step,2912,0.0000,1.000,-0.0213,1.10
219,replay,2912,0.0517,1.000,-0.0213,0.60
220,replay,2912,0.1019,1.000,-0.0215,0.60
221,replay,2912,0.0528,1.000,-0.0221,0.60
222,replay,2912,0.1187,1.000,-0.0213,0.60
223,replay,2912,0.2395,1.000,-0.0209,0.60
224,replay,2912,0.2698,1.000,-0.0205,0.60
225,es_step,2944,0.0000,1.000,-0.0203,1.10
226,es_step,2976,0.0000,1.000,-0.0201,1.49
227,replay,2976,0.0767,1.000,-0.0208,0.60
228,es_step,3008,0.0000,1.000,-0.0206,1.11
229,replay,3008,0.2586,1.000,-0.0204,0.60
230,replay,3008,0.2037,1.000,-0.0199,0.60
231,replay,3008,0.1021,1.000,-0.0204,0.60
232,replay,3008,0.1397,1.000,-0.0208,0.60
233,replay,3008,0.0324,1.000,-0.0212,0.60
234,es_step,3040,0.0000,1.000,-0.0210,1.11
235,es_step,3072,0.0000,1.000,-0.0208,1.11
236,es_step,3104,0.0000,1.000,-0.0205,1.11
237,replay,3104,0.1523,1.000,-0.0199,0.60
238,es_step,3136,0.0000,1.000,-0.0197,1.10
239,replay,3136,0.2750,1.000,-0.0192,0.59
