code,count,prob,mean_best_confidence,top_canonical_pattern_id,top_canonical_pattern_prob
0,0,0.0,0.0,0,0.0
1,0,0.0,0.0,0,0.0
2,0,0.0,0.0,0,0.0
3,2894,0.904375,0.9829578399658203,0,1.0
4,0,0.0,0.0,0,0.0
5,0,0.0,0.0,0,0.0
6,0,0.0,0.0,0,0.0
7,0,0.0,0.0,0,0.0
8,0,0.0,0.0,0,0.0
9,0,0.0,0.0,0,0.0
10,306,0.095625,0.9906141757965088,0,1.0
11,0,0.0,0.0,0,0.0
12,0,0.0,0.0,0,0.0
13,0,0.0,0.0,0,0.0
14,0,0.0,0.0,0,0.0
15,0,0.0,0.0,0,0.0
