code,count,mean_masked_wall_density,goal_in_mask_rate,agent_in_mask_rate,mean_mask_center_y,mean_mask_center_x
0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,16.0,0.16069939732551575,0.0625,0.1875,4.40625,6.21875
2.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.0,0.0,0.0,0.0,0.0,0.0
