step,train/agent,train/agent_acc_masked,train/code_perplexity,train/goal,train/goal_acc_masked,train/jepa,train/mean_mask_fraction,train/num_active_codes,train/sigreg,train/total,train/wall,train/wall_acc_masked,val/agent,val/agent_acc_masked,val/code_perplexity,val/goal,val/goal_acc_masked,val/jepa,val/mean_mask_fraction,val/num_active_codes,val/sigreg,val/total,val/wall,val/wall_acc_masked
1.0,5.118158340454102,0.0,15.986555099487305,5.1210174560546875,0.0,0.8405663967132568,0.18934911489486694,16.0,0.3076176643371582,3.643486976623535,0.6935620307922363,0.49658203125,5.133507817983627,0.0,15.984317123889923,5.132912129163742,0.005155724007636309,0.6380292549729347,0.18934911489486694,16.0,0.30118184722959995,3.4436031579971313,0.6920535266399384,0.52801513671875
250.0,5.012599468231201,0.0,11.680173873901367,4.958614349365234,0.0,0.008471006527543068,0.18934911489486694,9.0,0.3021506369113922,2.439103364944458,0.3759595453739166,0.8681640625,4.9988314509391785,0.011153846280649304,11.713028073310852,4.9946401715278625,0.013169975252822042,0.00988063495606184,0.18934911489486694,9.0,0.3034084942191839,2.4667500108480453,0.39749329537153244,0.855255126953125
500.0,5.015873432159424,0.0,7.533094882965088,4.982975482940674,0.0,0.023836439475417137,0.18934911489486694,5.0,0.29517072439193726,2.4797799587249756,0.3971395790576935,0.8505859375,4.997175604104996,0.00572916679084301,5.806863248348236,4.992478936910629,0.0024038462433964014,0.021619291976094246,0.18934911489486694,4.0625,0.30119827203452587,2.468289941549301,0.38850003480911255,0.8542022705078125
750.0,4.98828649520874,0.0,6.853240489959717,4.97235631942749,0.0,0.005600871983915567,0.18934911489486694,7.0,0.30928313732147217,2.4182069301605225,0.35862064361572266,0.869873046875,4.98427540063858,0.0027173913549631834,6.898736149072647,4.984091192483902,0.00463598920032382,0.0060966187447775155,0.18934911489486694,6.5625,0.3016813453286886,2.4414615780115128,0.3813553359359503,0.8562164306640625
1000.0,4.896252632141113,0.0357142873108387,5.052081108093262,4.966998100280762,0.0,0.016691116616129875,0.18934911489486694,4.0,0.28302228450775146,2.3875515460968018,0.3416058421134949,0.879150390625,4.919493675231934,0.010425724787637591,4.972628176212311,4.926167368888855,0.0024999999441206455,0.017672647023573518,0.18934911489486694,4.0,0.2930450588464737,2.432015508413315,0.3866016026586294,0.8570556640625
1250.0,4.77515983581543,0.043478261679410934,11.166610717773438,4.771279335021973,0.0,0.16801351308822632,0.18934911489486694,9.0,0.3010578155517578,2.51119327545166,0.3736801743507385,0.859619140625,4.747514426708221,0.026076150708831847,10.941130697727203,4.7701636254787445,0.012351447716355324,0.17644822970032692,0.18934911489486694,9.125,0.29743773117661476,2.5294766575098038,0.39000523276627064,0.8524932861328125
1500.0,4.556178569793701,0.06896551698446274,7.241808891296387,4.581578254699707,0.043478261679410934,0.0229738000780344,0.18934911489486694,8.0,0.28834667801856995,2.2585675716400146,0.350372850894928,0.875244140625,4.677905797958374,0.010895293904468417,8.025860965251923,4.674764722585678,0.0024999999441206455,0.02478976605925709,0.18934911489486694,9.625,0.2934262529015541,2.3400036096572876,0.38599447160959244,0.8569793701171875
1750.0,4.415302276611328,0.03703703731298447,8.68316650390625,4.414618968963623,0.0,0.013206378556787968,0.18934911489486694,10.0,0.294814795255661,2.2211756706237793,0.3830220103263855,0.854736328125,4.49477618932724,0.014629469020292163,8.716009497642517,4.442898064851761,0.013328169006854296,0.013934450107626617,0.18934911489486694,10.0625,0.2860709261149168,2.251823514699936,0.3931400254368782,0.8513946533203125
2000.0,4.258057594299316,0.0,6.916820049285889,4.308895587921143,0.0476190485060215,0.015264365822076797,0.18934911489486694,7.0,0.27826762199401855,2.1776928901672363,0.39338424801826477,0.852783203125,4.241946160793304,0.01651609316468239,7.911089837551117,4.283514618873596,0.029996184865012765,0.015243782894685864,0.18934911489486694,7.0,0.28674776665866375,2.1710760593414307,0.39339051209390163,0.8526153564453125
2250.0,3.933354377746582,0.04545454680919647,6.558144569396973,3.971834659576416,0.03030303120613098,0.007135234773159027,0.18934911489486694,8.0,0.281680166721344,2.01841402053833,0.373904824256897,0.865966796875,4.00461907684803,0.024733350845053792,7.14518940448761,4.052824974060059,0.028257532161660492,0.007321781828068197,0.18934911489486694,8.375,0.28395202942192554,2.0674921050667763,0.3918910566717386,0.8535919189453125
