code,count,mean_center_wall_density,top_raw_pattern_id,top_raw_pattern_prob,top_canonical_pattern_id,top_canonical_pattern_prob
0.0,257.0,0.1111111169253342,27.797665369649806,0.32684824902723736,2.280155642023346,0.5252918287937743
1.0,127.0,0.11111111434425895,57.16535433070866,0.3937007874015748,1.7716535433070866,0.6692913385826772
2.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,195.0,0.11111112061219337,88.45128205128205,0.4564102564102564,1.5846153846153845,0.6205128205128205
4.0,72.0,0.22839506508575547,31.555555555555557,0.375,16.72222222222222,0.5694444444444444
5.0,167.0,0.3326679926789449,54.40119760479042,0.16766467065868262,31.688622754491018,0.2994011976047904
6.0,123.0,0.3297199628702024,155.98373983739836,0.2032520325203252,37.08130081300813,0.3089430894308943
7.0,223.0,0.0,0.0,1.0,0.0,1.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,24.0,0.1111111119389534,8.0,0.9166666666666666,2.0,1.0
10.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,26.0,0.22222222674351472,24.0,0.5,17.384615384615383,0.6153846153846154
12.0,490.0,0.11111111794503367,18.518367346938774,0.3081632653061224,1.0,0.6591836734693878
13.0,253.0,0.2222222393680467,81.39920948616601,0.18181818181818182,13.67588932806324,0.3359683794466403
14.0,740.0,0.0,0.0,1.0,0.0,1.0
15.0,9.0,0.0,0.0,1.0,0.0,1.0
16.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,72.0,0.0,0.0,1.0,0.0,1.0
18.0,112.0,0.3323412715856518,101.01785714285714,0.25,29.3125,0.45535714285714285
19.0,306.0,0.22222223653902415,124.27777777777777,0.16339869281045752,10.741830065359476,0.3627450980392157
20.0,49.0,0.11111111345948005,16.0,1.0,16.0,1.0
21.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,59.0,0.21280603173930765,68.67796610169492,0.4576271186440678,8.813559322033898,0.6610169491525424
24.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,45.0,0.32839506997002493,79.4888888888889,0.4,10.022222222222222,0.4666666666666667
26.0,293.0,0.4599924166861655,151.11945392491467,0.09215017064846416,63.044368600682596,0.13993174061433447
27.0,40.0,0.11111111380159855,10.1,0.5,3.075,0.675
28.0,295.0,0.0,0.0,1.0,0.0,1.0
29.0,97.0,0.22222222695031116,50.56701030927835,0.41237113402061853,3.0,0.8969072164948454
30.0,22.0,0.0,0.0,1.0,0.0,1.0
31.0,0.0,0.0,0.0,0.0,0.0,0.0
