step,train/center,train/center_acc,train/center_exact_match,train/code_perplexity,train/entropy,train/jepa,train/mean_center_wall_density,train/num_active_codes,train/sigreg,train/total,train/usage_kl_uniform,val/center,val/center_acc,val/center_exact_match,val/code_perplexity,val/entropy,val/jepa,val/mean_center_wall_density,val/num_active_codes,val/sigreg,val/total,val/usage_kl_uniform
1.0,0.6869615912437439,0.6106770634651184,0.0,31.976579666137695,3.4648001194000244,0.8847434520721436,0.1401909738779068,32.0,0.29232993721961975,1.6648555994033813,0.0007315354305319488,0.686627708375454,0.6175130344927311,0.001708984375,31.96116065979004,3.4642182737588882,0.7825302630662918,0.14252387452870607,32.0,0.29630675353109837,1.5631222277879715,0.0012143951462348923
250.0,0.42663460969924927,0.84765625,0.328125,31.998748779296875,3.4656569957733154,0.0039418162778019905,0.15234375,32.0,0.29899153113365173,0.5250332355499268,3.9131075027398765e-05,0.41078917123377323,0.8552517332136631,0.334228515625,31.998749256134033,3.4656560719013214,0.0037272445333655924,0.14474826585501432,32.0,0.3024165481328964,0.5096582565456629,3.9142879359133076e-05
500.0,0.37799009680747986,0.85546875,0.36328125,31.910388946533203,3.2258429527282715,0.016333797946572304,0.14453125,32.0,0.30173230171203613,0.48706895112991333,0.0028036099392920732,0.385866891592741,0.855984166264534,0.32763671875,31.92965602874756,3.2563599944114685,0.015293387579731643,0.1440158444456756,32.0,0.30211665108799934,0.49425726383924484,0.002201162773417309
750.0,0.37262704968452454,0.84765625,0.296875,31.785959243774414,2.976733922958374,0.006882136687636375,0.15234375,32.0,0.3059108853340149,0.4707942306995392,0.006711031310260296,0.3471974264830351,0.8527832068502903,0.328125,31.64862632751465,2.952660769224167,0.003025014157174155,0.14721679780632257,32.0,0.29833612591028214,0.4399685878306627,0.011046355735743418
1000.0,0.3408689796924591,0.8619791865348816,0.34375,31.645177841186523,2.8665671348571777,0.0047284085303545,0.1380208283662796,32.0,0.29161229729652405,0.4331429898738861,0.011149938218295574,0.33940380066633224,0.8528645858168602,0.32470703125,31.61779773235321,2.853027656674385,0.0023103753628674895,0.1471354179084301,32.0,0.29922155663371086,0.43068983033299446,0.012021347531117499
1250.0,0.35669562220573425,0.8450520634651184,0.3125,31.33381462097168,2.735830068588257,0.003094838932156563,0.1549479216337204,32.0,0.30073636770248413,0.44834795594215393,0.021037939935922623,0.32929978892207146,0.856472447514534,0.3310546875,31.591055989265442,2.774716079235077,0.001557675888761878,0.14352756179869175,32.0,0.30184943601489067,0.4196181073784828,0.012872096383944154
1500.0,0.3338867723941803,0.8537326455116272,0.36328125,30.004322052001953,2.6051063537597656,0.002241771202534437,0.1467013955116272,32.0,0.31199324131011963,0.42779797315597534,0.06439455598592758,0.32869710214436054,0.8554687611758709,0.3349609375,30.58184278011322,2.6501671224832535,0.0012868924241047353,0.14466688502579927,32.0,0.3012135550379753,0.41899631917476654,0.04535886598750949
1750.0,0.3373301029205322,0.85546875,0.33984375,31.21365737915039,2.645780563354492,0.0016994730103760958,0.1458333283662796,32.0,0.29740118980407715,0.4262116849422455,0.024880506098270416,0.32893100194633007,0.8548448383808136,0.334228515625,31.40592670440674,2.6843196898698807,0.0009771538752829656,0.14510091301053762,32.0,0.29910021275281906,0.4175099581480026,0.01877110794885084
2000.0,0.3404191732406616,0.8589409589767456,0.328125,31.304214477539062,2.6424508094787598,0.0011763987131416798,0.1453993022441864,32.0,0.2970106601715088,0.42852136492729187,0.021983137354254723,0.32173395343124866,0.8600260466337204,0.3349609375,31.441045999526978,2.6719952672719955,0.0006782999989809468,0.14057074952870607,32.0,0.29981078393757343,0.40997624956071377,0.017637733835726976
2250.0,0.35662582516670227,0.8498263955116272,0.30078125,30.99671745300293,2.591336250305176,0.0010605612769722939,0.1536458283662796,32.0,0.3067220449447632,0.4465368986129761,0.03185448423027992,0.33142918534576893,0.8537326380610466,0.32080078125,31.167349100112915,2.610176309943199,0.0006039813888492063,0.1473795585334301,32.0,0.2987155579030514,0.4191975053399801,0.026389176957309246
2500.0,0.34040483832359314,0.8550347089767456,0.30859375,31.045419692993164,2.5733144283294678,0.0009171804413199425,0.1449652761220932,32.0,0.2946774959564209,0.42750486731529236,0.030284332111477852,0.33294440247118473,0.8530544713139534,0.32177734375,30.361287236213684,2.5252410173416138,0.0005653362604789436,0.1482747420668602,32.0,0.30105292797088623,0.42160859890282154,0.05271719326265156
2750.0,0.3189323842525482,0.8628472089767456,0.37890625,30.245994567871094,2.5472748279571533,0.0007495444733649492,0.1375868022441864,32.0,0.2924441397190094,0.4064621329307556,0.056372158229351044,0.32792652770876884,0.8561197966337204,0.322265625,30.924955129623413,2.588767409324646,0.0004570559976855293,0.1448296457529068,32.0,0.30106111243367195,0.416195634752512,0.034242996480315924
3000.0,0.33962440490722656,0.8459201455116272,0.34375,29.551185607910156,2.3091299533843994,0.000883420929312706,0.1571180522441864,32.0,0.2984098792076111,0.42726171016693115,0.07961194217205048,0.3211925085633993,0.8600531816482544,0.33056640625,30.883941531181335,2.417346701025963,0.00042042987479362637,0.14149305736646056,32.0,0.30096519365906715,0.4077598974108696,0.03560905251652002
